순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,전국 매출액(만 단위)
1372,킬위드미,그레고리 호블릿,,쌈지아이비젼영상사업단,(주)엠플러스픽쳐스,2008-04-17,개봉영화,장편,미국,209,1420604500,211740,472931500,66692,범죄,19,일반영화,2008,1420604
1373,13일의 금요일,마커스 니스펠,,CJ ENM,CJ ENM,2009-03-12,개봉영화,장편,미국,138,1489929119,211290,536425500,72620,공포(호러),19,일반영화,2009,1489929
1374,커런트 워,알폰소 고메즈-레존,,(주)우성엔터테인먼트,(주)이수C&E,2019-08-22,개봉영화,장편,미국,276,1817540600,210945,642885200,73638,드라마,12,독립/예술영화,2019,1817540
1375,내니맥피 2: 유모와마법소동,수잔나 화이트,"유니버셜 픽쳐스,워킹 타이틀 필름",유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-08-11,개봉영화,장편,미국,59,1378611255,210493,310209000,44542,가족,전체,독립/예술영화,2010,1378611
1376,자칼이 온다,배형준,(주)노마드필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-11-15,개봉영화,장편,한국,300,1430079500,210278,457094500,62744,코미디,15,일반영화,2012,1430079
1377,코코 샤넬,앤 폰테인,,인터비스앤파트너스(주),에스케이텔레콤(주),2009-08-27,개봉영화,장편,프랑스,235,1559386698,210018,729788000,93714,드라마,15,독립/예술영화,2009,1559386
1378,어톤먼트,조 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-02-21,개봉영화,장편,미국,132,1361527833,209673,688748333,103281,멜로/로맨스,15,일반영화,2008,1361527
1379,눈의 여왕4,"로버트 렌스,알렉세이 트시칠린",,아이피엑스(주),(주)넥스트엔터테인먼트월드(NEW),2019-12-24,개봉영화,장편,러시아,541,1470304580,209120,307751640,59441,애니메이션,전체,일반영화,2019,1470304
1380,한나,조 라이트,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-04-14,개봉영화,장편,미국,269,1570759500,208912,593673000,74774,액션,15,일반영화,2011,1570759
1381,카오스,토니 기글리오,,(주)코랄픽쳐스,(주)싸이더스,2009-03-26,개봉영화,장편,영국,175,1377938904,208094,385832000,54902,액션,15,일반영화,2009,1377938
1382,베드타임 스토리,아담 쉥크만,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-01-22,개봉영화,장편,미국,213,1320936074,208054,455144500,68505,코미디,전체,일반영화,2009,1320936
1383,덕수리 5형제,전형준,㈜기억속의매미,,롯데쇼핑㈜롯데엔터테인먼트,2014-12-04,개봉영화,장편,한국,346,1560183200,206953,363798600,45578,코미디,15,일반영화,2014,1560183
1384,테드: 황금도시 파이티티를 찾아서,엔리케 가토,,(주)포커스엔터테인먼트,(주)싸이더스,2012-09-20,개봉영화,장편,스페인,301,1453568500,206320,301793000,39814,애니메이션,전체,일반영화,2012,1453568
1385,코알라 키드 : 영웅의 탄생,이경호,"㈜디지아트프로덕션,더 애니메이션 픽쳐 컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2012-01-12,개봉영화,장편,한국,234,1434535500,205579,344989500,48695,애니메이션,전체,일반영화,2012,1434535
1386,버드맨,알레한드로 곤잘레스 이냐리투,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-03-05,개봉영화,장편,미국,380,1653103800,204742,855370200,103328,코미디,19,일반영화,2015,1653103
1387,남과 여,이윤기,(주)영화사봄,,(주)쇼박스,2016-02-25,개봉영화,장편,한국,449,1651122533,203775,598578633,72223,멜로/로맨스,19,일반영화,2016,1651122
1388,프린스 코기,벤 스타센,,(주)이수C&E,(주)이수C&E,2019-12-24,개봉영화,장편,벨기에,455,1525167980,203775,379274680,53364,애니메이션,전체,독립/예술영화,2019,1525167
1389,비포 미드나잇,리차드 링클레이터,,"(주)빅웨이브시네마,(주)에이블엔터테인먼트","(주)까멜리아이엔티,(주)팝엔터테인먼트",2013-05-22,개봉영화,장편,미국,275,1485276000,203476,996508000,132425,멜로/로맨스,19,일반영화,2013,1485276
1390,어쌔신: 더 비기닝,마이클 쿠에스타,,(주)우성엔터테인먼트,(주)이수C&E,2017-12-07,개봉영화,장편,미국,528,1576721000,203221,427713600,53797,액션,15,일반영화,2017,1576721
1391,원 데이,론 쉐르픽,,"(유)조이앤시네마,(유)조이앤컨텐츠그룹,(주)액티버스엔터테인먼트","(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스",2012-12-13,개봉영화,장편,미국,236,1492933500,202805,891577500,117983,드라마,15,독립/예술영화,2012,1492933
1392,요로나의 저주,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-04-17,개봉영화,장편,미국,620,1784935221,202756,488301731,53881,공포(호러),15,일반영화,2019,1784935
1393,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,하시모토 마사카즈,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-01-07,개봉영화,장편,일본,350,1472866700,202538,262506300,34932,애니메이션,전체,일반영화,2016,1472866
1394,굿모닝 에브리원,로저 미첼,,(주)씨제이이엔엠,(주)씨제이이엔엠,2011-03-17,개봉영화,장편,미국,144,1560339000,202148,880548500,111845,드라마,15,일반영화,2011,1560339
1395,비스트,이정호,(주)스튜디오앤뉴,,(주)넥스트엔터테인먼트월드(NEW),2019-06-26,개봉영화,장편,한국,737,1596148590,202007,393815760,47676,범죄,15,일반영화,2019,1596148
1396,발레리나,"에릭 섬머,에릭 와린",,판씨네마(주),판씨네마(주),2017-02-09,개봉영화,장편,프랑스,434,1509668400,201365,370927500,46384,애니메이션,전체,일반영화,2017,1509668
1397,페스티발,이해영,"(주)영화사아침,(주)타이거픽쳐스",,(주)시너지하우스 (시너지),2010-11-18,개봉영화,장편,한국,233,1541834737,200123,533152500,65753,코미디,19,일반영화,2010,1541834
1398,언더월드 4: 어웨이크닝,"만스 말린드,비욘 스테인",,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-22,개봉영화,장편,미국,343,1861948000,200038,631732500,62716,액션,19,일반영화,2012,1861948
1399,꼬마 니콜라,로랑 티라르,피델라이트프로덕션,소서러스어프렌티스(주),(주)프라임엔터테인먼트,2010-01-28,개봉영화,장편,프랑스,168,1365849896,199851,458549500,63324,가족,전체,일반영화,2010,1365849
1400,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,쿄고쿠 타카히코,,(주)씨제이이엔엠,(주)씨제이이엔엠,2021-09-15,개봉영화,장편,일본,593,1896872490,199726,268671600,26711,애니메이션,전체,일반영화,2021,1896872
1401,"안녕, 티라노: 영원히, 함께",시즈노 코분,(주)미디어캐슬,,(주)넥스트엔터테인먼트월드(NEW),2019-08-14,개봉영화,장편,한국,512,1553219230,199240,279466440,33262,애니메이션,전체,독립/예술영화,2019,1553219
1402,연의 황후,정소동,,(주)케이앤엔터테인먼트,CJ ENM,2008-04-09,개봉영화,장편,홍콩,222,1283731833,199200,339217833,50154,사극,15,일반영화,2008,1283731
1403,도레미파솔라시도,강건향,(주)홍상자엔터테인먼트,,(주)시네마서비스,2008-04-03,개봉영화,장편,한국,167,1182401000,199151,216065500,35648,드라마,12,일반영화,2008,1182401
1404,콜 미 바이 유어 네임,루카 구아다니노,,"(주)엔케이컨텐츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","(주)디스테이션,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2018-03-22,개봉영화,장편,이탈리아,192,1657199988,198229,942717288,110327,드라마,19,독립/예술영화,2018,1657199
1405,어린 의뢰인,장규성,이스트드림시노펙스(주),,롯데컬처웍스(주)롯데엔터테인먼트,2019-05-22,개봉영화,장편,한국,671,1631919600,198211,384717140,45008,드라마,12,일반영화,2019,1631919
1406,방콕 데인저러스,"옥사이드 팽 천,대니 팽",,(주)토마스엔터프라이즈,(주)싸이더스,2008-09-11,개봉영화,장편,미국,183,1298743667,197747,373846167,53704,액션,15,일반영화,2008,1298743
1407,코쿠리코 언덕에서,미야자키 고로,,대원미디어(주),(주)씨제이이엔엠,2011-09-29,개봉영화,장편,일본,227,1409395900,197408,576139900,76345,애니메이션,12,일반영화,2011,1409395
1408,엣지 오브 다크니스,마틴 캠벨,워너 브러더스 픽쳐스,데이지엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2010-06-02,개봉영화,장편,영국,235,1441948678,197296,456577000,59143,범죄,15,일반영화,2010,1441948
1409,스누피: 더 피너츠 무비,스티브 마티노,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-12-24,개봉영화,장편,미국,348,1505929300,197238,501494700,62903,애니메이션,전체,일반영화,2015,1505929
1410,언니,임경택,"필름에이픽쳐스,(유)조이앤시네마",,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-01-01,개봉영화,장편,한국,530,1746373250,197134,360066100,40427,액션,19,일반영화,2019,1746373
1411,그린 호넷,미셸 공드리,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-01-27,개봉영화,장편,미국,316,2152644900,195933,884955500,78399,드라마,15,일반영화,2011,2152644
1412,극장판 포켓몬스터 모두의 이야기,야지마 테츠오,,(주)포켓몬코리아,(주)이수C&E,2018-12-19,개봉영화,장편,일본,493,1523609950,194692,307295100,38158,애니메이션,전체,일반영화,2018,1523609
1413,문폴,롤랜드 에머리히,,(주)누리픽쳐스,(주)누리픽쳐스,2022-03-16,개봉영화,장편,미국,1174,1955749300,193954,588218230,55706,액션,12,일반영화,2022,1955749
1414,미러,알렉산더 아야,,이십세기폭스코리아(주),이십세기폭스코리아(주),2008-09-18,개봉영화,장편,미국,204,1331646500,193815,487016500,66812,공포(호러),19,일반영화,2008,1331646
1415,투혼,김상진,"㈜감독의집,(주)시네마제니스",,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-10-06,개봉영화,장편,한국,356,1336010500,193724,351391000,47396,드라마,전체,일반영화,2011,1336010
1416,"무현, 두 도시 이야기",전인환,"<무현, 두 도시 이야기> 제작위원회 ,엠앤씨에프",,(주)모멘텀엔터테인먼트,2016-10-26,개봉영화,장편,한국,66,1517735100,193578,521021200,63745,다큐멘터리,15,독립/예술영화,2016,1517735
1417,언더독,"오성윤,이춘백",(주)오돌또기,,(주)넥스트엔터테인먼트월드(NEW),2019-01-16,개봉영화,장편,한국,612,1485934830,193484,420191450,50913,애니메이션,전체,일반영화,2019,1485934
1418,덤 앤 더머 투,"바비 패럴리,피터 패럴리",,(주)에이블엔터테인먼트,씨네그루(주)다우기술,2014-11-27,개봉영화,장편,미국,343,1436861585,192726,506173585,65151,코미디,15,일반영화,2014,1436861
1419,디어 존,라세 할스트롬,릴레티비티 미디어,(주)나이너스엔터테인먼트,(주)화앤담이엔티,2010-03-04,개봉영화,장편,미국,262,1440264401,192530,549945500,70021,드라마,12,일반영화,2010,1440264
1420,응징자,신동엽,(주)엔브릭스,,(주)인벤트스톤,2013-10-30,개봉영화,장편,한국,305,1388412500,192347,364187000,48291,액션,19,일반영화,2013,1388412
1421,나미야 잡화점의 기적,히로키 류이치,,(주)에이원엔터테인먼트,(주)이수C&E,2018-02-28,개봉영화,장편,일본,532,1455461885,191880,458198585,57998,판타지,전체,독립/예술영화,2018,1455461
1422,쥴리의 육지 대모험,구 안 호,,(주)케이앤엔터테인먼트,(주)싸이더스,2011-09-08,개봉영화,장편,미국,192,1295342000,191783,244822000,33490,애니메이션,전체,일반영화,2011,1295342
1423,보이후드,리차드 링클레이터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-10-23,개봉영화,장편,미국,219,1468359718,190893,757583018,95486,드라마,15,독립/예술영화,2014,1468359
1424,컬러풀 웨딩즈,필립 드 쇼브홍,,블루미지,(주)이수C&E,2014-10-16,개봉영화,장편,프랑스,343,1455808980,190384,595118380,74982,코미디,12,일반영화,2014,1455808
1425,검객,최재훈,오퍼스픽쳐스(유),,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운",2020-09-23,개봉영화,장편,한국,832,1619781870,190237,315861680,36965,액션,15,일반영화,2020,1619781
1426,업그레이드,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-09-06,개봉영화,장편,미국,220,1740245800,189948,518659400,55677,액션,15,일반영화,2018,1740245
1427,50가지 그림자: 심연,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-09,개봉영화,장편,미국,435,1589180900,189620,583553000,67787,드라마,19,일반영화,2017,1589180
1428,글로리데이,최정열,(주)보리픽쳐스,,(주)엣나인필름,2016-03-24,개봉영화,장편,한국,494,1484010868,189047,451492668,54491,드라마,15,독립/예술영화,2016,1484010
1429,커넥트,진목승,,거원시네마(주),에스케이텔레콤(주),2008-11-20,개봉영화,장편,홍콩,202,1145569333,188807,359862833,57299,액션,15,일반영화,2008,1145569
1430,앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-08-07,개봉영화,장편,미국,512,1432145073,188365,262775033,32734,애니메이션,전체,일반영화,2019,1432145
1431,프리즈너스,드니 빌뇌브,,판씨네마(주),"(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)",2013-10-02,개봉영화,장편,미국,297,1362962500,186460,587294000,76845,범죄,19,일반영화,2013,1362962
1432,런닝맨 : 풀룰루의 역습,윤준상,(주)로커스,,(주)넥스트엔터테인먼트월드(NEW),2018-12-05,개봉영화,장편,한국,511,1414494750,186324,233597650,28810,애니메이션,전체,일반영화,2018,1414494
1433,나의 특별한 사랑이야기,아담 브룩스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-04-09,개봉영화,장편,미국,142,1166701500,186234,560627000,87923,코미디,15,일반영화,2008,1166701
1434,기생수 파트1,야마자키 타카시,,판씨네마(주),판씨네마(주),2015-02-26,개봉영화,장편,일본,247,1534923185,186184,438111585,51401,스릴러,19,일반영화,2015,1534923
1435,팬,조 라이트,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-10-08,개봉영화,장편,미국,428,1422971592,185960,436454392,53867,판타지,전체,일반영화,2015,1422971
1436,사라진 시간,정진영,"(주)비에이엔터테인먼트,(주)다니필름",,(주)에이스메이커무비웍스,2020-06-18,개봉영화,장편,한국,874,1651188580,185653,388762580,43314,미스터리,15,일반영화,2020,1651188
1437,해피 피트 2,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-02-02,개봉영화,장편,호주,315,1459727000,185420,414212500,48493,애니메이션,전체,일반영화,2012,1459727
1438,플라이 미 투 더 문,벤 스타센,,예지림엔터테인먼트,(주)시너지하우스 (시너지),2008-10-30,개봉영화,장편,벨기에,146,1169112492,185339,292153500,40250,애니메이션,전체,일반영화,2008,1169112
